invoice_id,invoice_number,customer_id,invoice_date,due_date,subtotal_amount,discount_code,discount_amount,tax_amount,total_amount,payment_status,payment_method,payment_date,currency,region,store_id,channel,created_by
INV-1004876,NUM-2004876,2031,2024-06-04,2024-06-19,160717.55,,0.0,28929.16,189646.71,PAID,RTGS,2024-06-19,INR,INDIA NORTH,5170,ONLINE,etl_user
INV-1004877,NUM-2004877,2939,2025-09-13,2025-10-28,73634.17,,0.0,13254.15,86888.32,PAID,IMPS,2025-09-16,INR,INDIA NORTH,5025,IN_STORE,etl_user
INV-1004878,NUM-2004878,1577,2026-05-01,2026-05-16,49111.78,,0.0,8840.12,57951.9,OVERDUE,CREDIT_CARD,,INR,INDIA EAST,5051,ONLINE,etl_user
INV-1004879,NUM-2004879,2249,2024-10-04,2024-12-03,9520.83,,0.0,1713.75,11234.58,CANCELLED,IMPS,,INR,INDIA WEST,5184,IN_STORE,etl_user
INV-1004880,NUM-2004880,1695,2025-12-09,2026-01-23,82665.46,,0.0,14879.78,97545.24,PAID,UPI,2026-01-11,INR,INDIA NORTH EAST,5159,ONLINE,etl_user
INV-1004881,NUM-2004881,1445,2024-07-06,2024-09-04,149594.63,WEEKEND875,24540.05,22509.82,147564.4,OVERDUE,NEFT,,INR,INDIA NORTH,5142,PHONE,etl_user
INV-1004882,NUM-2004882,2215,2025-07-18,2025-08-17,51830.13,WEEKEND886,5614.4,8318.83,54534.56,PAID,CREDIT_CARD,2025-08-19,INR,INDIA NORTH,5099,ONLINE,etl_user
INV-1004883,NUM-2004883,1819,2024-01-13,2024-01-28,95481.09,,0.0,17186.6,112667.69,PAID,CASH,2024-02-10,INR,INDIA SOUTH,5196,MOBILE_APP,etl_user
INV-1004884,NUM-2004884,1285,2024-02-24,2024-04-24,17087.33,WEEKEND999,3699.48,2409.81,15797.66,PAID,DEMAND_DRAFT,2024-03-29,INR,INDIA NORTH,5171,MOBILE_APP,etl_user
INV-1004885,NUM-2004885,2843,2025-08-06,2025-10-05,116077.95,,0.0,20894.03,136971.98,PENDING,NEFT,,INR,INDIA CENTRAL,5026,ONLINE,etl_user
INV-1004886,NUM-2004886,2206,2024-10-22,2024-12-21,23271.36,,0.0,4188.84,27460.2,REFUNDED,UPI,2024-10-30,INR,INDIA NORTH EAST,5043,MOBILE_APP,etl_user
INV-1004887,NUM-2004887,2040,2025-10-20,2025-11-19,37182.12,,0.0,6692.78,43874.9,PAID,CREDIT_CARD,2025-11-15,INR,INDIA NORTH EAST,5007,B2B,etl_user
INV-1004888,NUM-2004888,1230,2024-12-06,2024-12-21,245695.61,WEEKEND875,59678.58,33483.07,219500.1,PAID,DEMAND_DRAFT,2024-12-24,INR,INDIA NORTH,5055,ONLINE,etl_user
INV-1004889,NUM-2004889,1102,2025-09-09,2025-10-24,12474.23,FLASH555,1587.85,1959.55,12845.93,PAID,NEFT,2025-10-05,INR,INDIA SOUTH,5024,IN_STORE,etl_user
INV-1004890,NUM-2004890,2497,2025-08-16,2025-09-30,113535.96,,0.0,20436.47,133972.43,PAID,UPI,2025-09-05,INR,INDIA NORTH,5152,B2B,etl_user
INV-1004891,NUM-2004891,1661,2025-08-14,2025-09-13,117604.85,REPUBLIC900,15851.61,18315.58,120068.82,PAID,UPI,2025-09-06,INR,INDIA SOUTH,5074,IN_STORE,etl_user
INV-1004892,NUM-2004892,2049,2026-02-19,2026-04-05,77746.11,PRIME546,11244.77,11970.24,78471.58,PENDING,UPI,,INR,INDIA EAST,5023,ONLINE,etl_user
INV-1004893,NUM-2004893,1720,2024-11-21,2025-01-05,8006.4,,0.0,1441.15,9447.55,PAID,IMPS,2024-12-10,INR,INDIA EAST,5001,ONLINE,etl_user
INV-1004894,NUM-2004894,2439,2026-01-07,2026-01-22,128554.05,,0.0,23139.73,151693.78,PAID,CASH,2026-02-03,INR,INDIA EAST,5127,B2B,etl_user
INV-1004895,NUM-2004895,1764,2024-05-19,2024-06-18,206192.08,HOLI201,49827.18,28145.68,184510.58,CANCELLED,DEMAND_DRAFT,,INR,INDIA NORTH,5152,MOBILE_APP,etl_user
INV-1004896,NUM-2004896,2478,2024-07-01,2024-08-15,198953.14,,0.0,35811.57,234764.71,PENDING,CREDIT_CARD,,INR,INDIA NORTH,5187,B2B,etl_user
INV-1004897,NUM-2004897,2531,2025-06-19,2025-08-18,219910.6,,0.0,39583.91,259494.51,PAID,CASH,2025-07-23,INR,INDIA NORTH,5195,IN_STORE,etl_user
INV-1004898,NUM-2004898,1224,2024-10-31,2024-12-15,41610.94,,0.0,7489.97,49100.91,PENDING,RTGS,,INR,INDIA CENTRAL,5026,PHONE,etl_user
INV-1004899,NUM-2004899,1114,2026-04-06,2026-06-05,12692.47,EOSS204,1735.19,1972.31,12929.59,PAID,RTGS,2026-05-02,INR,INDIA NORTH EAST,5166,MOBILE_APP,etl_user
INV-1004900,NUM-2004900,1752,2024-06-25,2024-08-09,212593.46,WEEKEND999,31325.31,32628.27,213896.42,PAID,NEFT,2024-06-29,INR,INDIA EAST,5132,MOBILE_APP,etl_user
INV-1004901,NUM-2004901,2443,2024-08-06,2024-10-05,104795.86,FLASH949,16886.59,15823.67,103732.94,PAID,NEFT,2024-08-07,INR,INDIA EAST,5164,MOBILE_APP,etl_user
INV-1004902,NUM-2004902,1553,2025-01-07,2025-03-08,110304.99,,0.0,19854.9,130159.89,PAID,CREDIT_CARD,2025-01-17,INR,INDIA NORTH,5036,ONLINE,etl_user
INV-1004903,NUM-2004903,2031,2024-07-20,2024-09-03,94158.0,FLASH949,21725.44,13037.86,85470.42,PAID,IMPS,2024-07-21,INR,INDIA EXPORTS,5151,B2B,etl_user
INV-1004904,NUM-2004904,1866,2025-10-11,2025-11-25,72002.06,DIWALI981,4481.91,12153.63,79673.78,PAID,IMPS,2025-11-21,INR,INDIA NORTH,5055,IN_STORE,etl_user
INV-1004905,NUM-2004905,1610,2025-02-24,2025-03-26,28841.93,EOSS304,6480.35,4025.08,26386.66,PAID,RTGS,2025-03-21,INR,INDIA WEST,5136,B2B,etl_user
INV-1004906,NUM-2004906,2433,2025-05-22,2025-06-21,26362.41,FREEDOM377,3065.46,4193.45,27490.4,PAID,RTGS,2025-05-23,INR,INDIA NORTH,5118,MOBILE_APP,etl_user
INV-1004907,NUM-2004907,1158,2024-11-27,2025-01-11,118550.85,,0.0,21339.15,139890.0,PAID,RTGS,2024-12-25,INR,INDIA EAST,5174,ONLINE,etl_user
INV-1004908,NUM-2004908,2638,2024-12-08,2025-01-07,17567.08,HOLI182,4123.25,2419.89,15863.72,PAID,CREDIT_CARD,2025-01-18,INR,INDIA NORTH EAST,5107,PHONE,etl_user
INV-1004909,NUM-2004909,1100,2025-08-16,2025-09-30,119264.81,,0.0,21467.67,140732.48,OVERDUE,RTGS,,INR,INDIA NORTH EAST,5043,ONLINE,etl_user
INV-1004910,NUM-2004910,2188,2024-08-09,2024-09-08,21271.79,,0.0,3828.92,25100.71,PAID,RTGS,2024-08-12,INR,INDIA SOUTH,5038,B2B,etl_user
INV-1004911,NUM-2004911,1736,2024-06-03,2024-07-18,30483.76,REPUBLIC633,5864.56,4431.46,29050.66,PAID,IMPS,2024-06-06,INR,INDIA EXPORTS,5031,ONLINE,etl_user
INV-1004912,NUM-2004912,2123,2025-03-20,2025-04-19,230029.83,,0.0,41405.37,271435.2,PAID,IMPS,2025-04-13,INR,INDIA CENTRAL,5073,ONLINE,etl_user
INV-1004913,NUM-2004913,1140,2025-12-12,2025-12-27,2976.03,,0.0,535.69,3511.72,PAID,CHEQUE,2025-12-25,INR,INDIA NORTH,5171,MOBILE_APP,etl_user
INV-1004914,NUM-2004914,1918,2025-06-25,2025-07-25,110540.68,,0.0,19897.32,130438.0,PAID,NEFT,2025-07-30,INR,INDIA CENTRAL,5129,IN_STORE,etl_user
INV-1004915,NUM-2004915,1222,2024-12-18,2025-01-02,87011.62,,0.0,15662.09,102673.71,PAID,UPI,2024-12-28,INR,INDIA NORTH EAST,5166,MOBILE_APP,etl_user
INV-1004916,NUM-2004916,2317,2024-05-27,2024-06-26,163049.08,,0.0,29348.83,192397.91,PAID,NEFT,2024-07-01,INR,INDIA EXPORTS,5150,MOBILE_APP,etl_user
INV-1004917,NUM-2004917,2899,2025-06-13,2025-07-13,89310.02,,0.0,16075.8,105385.82,PAID,NEFT,2025-07-01,INR,INDIA CENTRAL,5191,B2B,etl_user
INV-1004918,NUM-2004918,2822,2025-10-25,2025-11-24,206656.77,,0.0,37198.22,243854.99,PAID,UPI,2025-12-01,INR,INDIA WEST,5126,PHONE,etl_user
INV-1004919,NUM-2004919,2799,2024-11-20,2024-12-05,201073.28,HOLI182,37118.49,29511.86,193466.65,PAID,UPI,2024-11-25,INR,INDIA EXPORTS,5150,B2B,etl_user
INV-1004920,NUM-2004920,1815,2025-10-13,2025-10-28,206100.27,,0.0,37098.05,243198.32,PAID,RTGS,2025-11-05,INR,INDIA EXPORTS,5151,ONLINE,etl_user
INV-1004921,NUM-2004921,2824,2026-03-20,2026-05-04,212471.89,,0.0,38244.94,250716.83,PAID,CHEQUE,2026-03-21,INR,INDIA WEST,5035,ONLINE,etl_user
INV-1004922,NUM-2004922,1826,2025-10-08,2025-11-07,201928.69,HOLI201,26395.09,31596.05,207129.65,PAID,RTGS,2025-10-10,INR,INDIA WEST,5010,ONLINE,etl_user
INV-1004923,NUM-2004923,2582,2024-10-12,2024-11-26,241034.38,,0.0,43386.19,284420.57,PAID,NEFT,2024-11-09,INR,INDIA NORTH,5003,ONLINE,etl_user
INV-1004924,NUM-2004924,2472,2024-01-06,2024-02-20,101575.33,,0.0,18283.56,119858.89,PAID,CASH,2024-01-15,INR,INDIA WEST,5012,IN_STORE,etl_user
INV-1004925,NUM-2004925,2395,2024-09-03,2024-11-02,212078.53,,0.0,38174.14,250252.67,PAID,CREDIT_CARD,2024-09-10,INR,INDIA SOUTH,5009,MOBILE_APP,etl_user
INV-1004926,NUM-2004926,1441,2025-03-21,2025-04-05,155660.88,,0.0,28018.96,183679.84,CANCELLED,DEMAND_DRAFT,,INR,INDIA CENTRAL,5071,MOBILE_APP,etl_user
INV-1004927,NUM-2004927,2330,2024-02-09,2024-03-10,164151.57,FLASH555,30947.02,23976.82,157181.37,PAID,RTGS,2024-02-16,INR,INDIA EAST,5127,B2B,etl_user
INV-1004928,NUM-2004928,2817,2025-12-17,2026-02-15,18776.1,,0.0,3379.7,22155.8,OVERDUE,CHEQUE,,INR,INDIA NORTH,5168,B2B,etl_user
INV-1004929,NUM-2004929,1109,2024-10-07,2024-12-06,47607.3,,0.0,8569.31,56176.61,PAID,CREDIT_CARD,2024-11-06,INR,INDIA WEST,5136,B2B,etl_user
INV-1004930,NUM-2004930,2900,2024-07-25,2024-09-23,93247.68,,0.0,16784.58,110032.26,PAID,UPI,2024-08-07,INR,INDIA NORTH,5005,PHONE,etl_user
INV-1004931,NUM-2004931,2287,2026-02-01,2026-04-02,51937.12,,0.0,9348.68,61285.8,PAID,CASH,2026-02-17,INR,INDIA SOUTH,5080,IN_STORE,etl_user
INV-1004932,NUM-2004932,2571,2024-01-16,2024-03-16,82685.77,,0.0,14883.44,97569.21,PAID,DEMAND_DRAFT,2024-02-04,INR,INDIA CENTRAL,5129,B2B,etl_user
INV-1004933,NUM-2004933,1421,2024-09-20,2024-10-20,219347.59,,0.0,39482.57,258830.16,PENDING,UPI,,INR,INDIA EXPORTS,5139,IN_STORE,etl_user
INV-1004934,NUM-2004934,2539,2025-05-09,2025-07-08,156208.31,,0.0,28117.5,184325.81,PAID,CASH,2025-06-16,INR,INDIA SOUTH,5006,B2B,etl_user
INV-1004935,NUM-2004935,2481,2025-06-20,2025-08-04,211265.18,,0.0,38027.73,249292.91,PAID,DEMAND_DRAFT,2025-07-13,INR,INDIA NORTH EAST,5034,IN_STORE,etl_user
INV-1004936,NUM-2004936,1055,2025-11-28,2026-01-27,129296.91,WEEKEND999,28622.33,18121.42,118796.0,PENDING,CREDIT_CARD,,INR,INDIA WEST,5130,MOBILE_APP,etl_user
INV-1004937,NUM-2004937,1859,2024-01-10,2024-01-25,164948.43,,0.0,29690.72,194639.15,REFUNDED,CASH,2024-02-18,INR,INDIA SOUTH,5015,PHONE,etl_user
INV-1004938,NUM-2004938,1621,2024-05-15,2024-07-14,223516.3,,0.0,40232.93,263749.23,OVERDUE,NEFT,,INR,INDIA NORTH,5005,ONLINE,etl_user
INV-1004939,NUM-2004939,2965,2024-03-12,2024-05-11,170130.6,EOSS304,25508.87,26031.91,170653.64,CANCELLED,CASH,,INR,INDIA NORTH,5187,IN_STORE,etl_user
INV-1004940,NUM-2004940,2868,2025-04-09,2025-05-09,139837.2,,0.0,25170.7,165007.9,PAID,RTGS,2025-04-25,INR,INDIA SOUTH,5014,IN_STORE,etl_user
INV-1004941,NUM-2004941,2613,2024-01-22,2024-02-06,127044.32,FREEDOM144,23253.8,18682.29,122472.81,PAID,DEMAND_DRAFT,2024-01-23,INR,INDIA NORTH,5171,B2B,etl_user
INV-1004942,NUM-2004942,1634,2025-06-02,2025-07-17,151019.92,EOSS304,26464.27,22420.02,146975.67,PAID,DEMAND_DRAFT,2025-07-09,INR,INDIA EAST,5108,MOBILE_APP,etl_user
INV-1004943,NUM-2004943,1409,2025-09-10,2025-11-09,201524.99,,0.0,36274.5,237799.49,PENDING,RTGS,,INR,INDIA NORTH,5004,IN_STORE,etl_user
INV-1004944,NUM-2004944,1136,2024-08-07,2024-09-06,34424.4,,0.0,6196.39,40620.79,PENDING,NEFT,,INR,INDIA EXPORTS,5150,MOBILE_APP,etl_user
INV-1004945,NUM-2004945,1650,2024-10-07,2024-10-22,30750.4,,0.0,5535.07,36285.47,PENDING,NEFT,,INR,INDIA SOUTH,5047,PHONE,etl_user
INV-1004946,NUM-2004946,1608,2024-04-20,2024-06-04,139586.07,,0.0,25125.49,164711.56,PAID,CREDIT_CARD,2024-05-08,INR,INDIA CENTRAL,5129,IN_STORE,etl_user
INV-1004947,NUM-2004947,2566,2025-04-16,2025-05-01,212349.95,,0.0,38222.99,250572.94,PAID,IMPS,2025-05-20,INR,INDIA SOUTH,5188,B2B,etl_user
INV-1004948,NUM-2004948,2360,2024-02-20,2024-03-06,225121.98,,0.0,40521.96,265643.94,PENDING,CASH,,INR,INDIA NORTH,5095,PHONE,etl_user
INV-1004949,NUM-2004949,2134,2025-06-03,2025-06-18,8288.38,,0.0,1491.91,9780.29,PAID,CASH,2025-06-04,INR,INDIA WEST,5088,ONLINE,etl_user
INV-1004950,NUM-2004950,2125,2024-11-12,2025-01-11,195673.87,,0.0,35221.3,230895.17,PAID,CASH,2024-12-19,INR,INDIA NORTH,5135,IN_STORE,etl_user
INV-1004951,NUM-2004951,2967,2025-08-20,2025-10-19,244998.75,,0.0,44099.78,289098.53,PAID,NEFT,2025-09-23,INR,INDIA NORTH,5156,PHONE,etl_user
INV-1004952,NUM-2004952,1425,2025-08-24,2025-10-23,230241.86,,0.0,41443.53,271685.39,PAID,NEFT,2025-09-05,INR,INDIA CENTRAL,5129,MOBILE_APP,etl_user
INV-1004953,NUM-2004953,1126,2026-01-18,2026-03-19,52835.3,,0.0,9510.35,62345.65,PAID,CHEQUE,2026-02-19,INR,INDIA NORTH,5065,PHONE,etl_user
INV-1004954,NUM-2004954,1593,2025-01-07,2025-01-22,226569.23,,0.0,40782.46,267351.69,PAID,CHEQUE,2025-01-21,INR,INDIA NORTH,5156,PHONE,etl_user
INV-1004955,NUM-2004955,2661,2025-02-25,2025-03-27,163803.94,,0.0,29484.71,193288.65,PAID,CREDIT_CARD,2025-04-07,INR,INDIA CENTRAL,5112,IN_STORE,etl_user
INV-1004956,NUM-2004956,2619,2025-09-06,2025-10-21,16147.72,,0.0,2906.59,19054.31,PAID,IMPS,2025-09-12,INR,INDIA SOUTH,5068,IN_STORE,etl_user
INV-1004957,NUM-2004957,2754,2025-05-02,2025-07-01,139429.84,,0.0,25097.37,164527.21,PENDING,CHEQUE,,INR,INDIA SOUTH,5030,MOBILE_APP,etl_user
INV-1004958,NUM-2004958,2040,2025-06-13,2025-07-28,245116.82,,0.0,44121.03,289237.85,PAID,UPI,2025-07-11,INR,INDIA NORTH EAST,5109,MOBILE_APP,etl_user
INV-1004959,NUM-2004959,1956,2024-05-28,2024-07-27,14061.45,,0.0,2531.06,16592.51,PAID,DEMAND_DRAFT,2024-06-22,INR,INDIA NORTH,5149,MOBILE_APP,etl_user
INV-1004960,NUM-2004960,2841,2025-07-10,2025-07-25,146346.69,EOSS925,20191.98,22707.85,148862.56,OVERDUE,UPI,,INR,INDIA NORTH,5156,PHONE,etl_user
INV-1004961,NUM-2004961,2478,2024-09-25,2024-10-10,127494.41,,0.0,22948.99,150443.4,PAID,NEFT,2024-10-08,INR,INDIA NORTH EAST,5034,PHONE,etl_user
INV-1004962,NUM-2004962,2391,2024-04-09,2024-05-09,67165.48,,0.0,12089.79,79255.27,PAID,UPI,2024-04-30,INR,INDIA NORTH EAST,5061,MOBILE_APP,etl_user
INV-1004963,NUM-2004963,1775,2024-01-04,2024-01-19,153383.85,,0.0,27609.09,180992.94,PENDING,UPI,,INR,INDIA SOUTH,5014,PHONE,etl_user
INV-1004964,NUM-2004964,2549,2024-11-14,2024-12-29,213806.86,,0.0,38485.23,252292.09,OVERDUE,NEFT,,INR,INDIA CENTRAL,5165,PHONE,etl_user
INV-1004965,NUM-2004965,2288,2024-09-20,2024-11-19,157523.41,DIWALI981,20868.89,24597.81,161252.33,PAID,UPI,2024-10-16,INR,INDIA SOUTH,5015,ONLINE,etl_user
INV-1004966,NUM-2004966,1593,2026-02-24,2026-04-10,126843.06,,0.0,22831.75,149674.81,PAID,IMPS,2026-03-09,INR,INDIA NORTH,5062,PHONE,etl_user
INV-1004967,NUM-2004967,1408,2024-02-25,2024-04-10,110848.25,,0.0,19952.68,130800.93,PENDING,CHEQUE,,INR,INDIA CENTRAL,5098,B2B,etl_user
INV-1004968,NUM-2004968,2456,2024-03-22,2024-04-06,186921.28,,0.0,33645.83,220567.11,PAID,DEMAND_DRAFT,2024-05-05,INR,INDIA NORTH,5117,ONLINE,etl_user
INV-1004969,NUM-2004969,2129,2025-08-07,2025-10-06,71698.97,,0.0,12905.81,84604.78,PAID,CREDIT_CARD,2025-09-04,INR,INDIA SOUTH,5069,IN_STORE,etl_user
INV-1004970,NUM-2004970,2661,2025-06-08,2025-07-08,37827.1,,0.0,6808.88,44635.98,PAID,CREDIT_CARD,2025-06-22,INR,INDIA WEST,5076,ONLINE,etl_user
INV-1004971,NUM-2004971,1137,2026-01-04,2026-03-05,18076.97,FREEDOM377,2403.83,2821.17,18494.31,PAID,DEMAND_DRAFT,2026-01-25,INR,INDIA SOUTH,5193,IN_STORE,etl_user
INV-1004972,NUM-2004972,1034,2025-04-13,2025-05-28,84150.56,,0.0,15147.1,99297.66,PAID,UPI,2025-05-25,INR,INDIA NORTH,5062,IN_STORE,etl_user
INV-1004973,NUM-2004973,2895,2024-04-20,2024-05-05,25045.31,REPUBLIC602,1966.89,4154.12,27232.54,PAID,NEFT,2024-05-24,INR,INDIA NORTH,5062,MOBILE_APP,etl_user
INV-1004974,NUM-2004974,1190,2024-03-20,2024-04-04,105103.13,,0.0,18918.56,124021.69,PAID,NEFT,2024-04-25,INR,INDIA NORTH EAST,5061,IN_STORE,etl_user
INV-1004975,NUM-2004975,2456,2024-08-31,2024-10-30,191672.64,,0.0,34501.08,226173.72,PAID,RTGS,2024-10-14,INR,INDIA NORTH,5152,MOBILE_APP,etl_user
INV-1004976,NUM-2004976,1255,2025-12-31,2026-03-01,63197.73,,0.0,11375.59,74573.32,PAID,NEFT,2026-02-03,INR,INDIA EAST,5127,PHONE,etl_user
INV-1004977,NUM-2004977,1429,2025-11-21,2026-01-20,107395.32,RAKHI452,24761.39,14874.11,97508.04,PAID,CHEQUE,2025-12-27,INR,INDIA NORTH,5116,B2B,etl_user
INV-1004978,NUM-2004978,1134,2024-06-06,2024-06-21,65042.52,,0.0,11707.65,76750.17,PAID,NEFT,2024-06-13,INR,INDIA NORTH,5198,ONLINE,etl_user
INV-1004979,NUM-2004979,2395,2025-06-25,2025-07-25,155730.77,PRIME874,23639.55,23776.42,155867.64,PAID,UPI,2025-07-08,INR,INDIA CENTRAL,5110,IN_STORE,etl_user
INV-1004980,NUM-2004980,2890,2024-09-10,2024-11-09,185135.08,,0.0,33324.31,218459.39,PAID,RTGS,2024-09-27,INR,INDIA NORTH,5181,ONLINE,etl_user
INV-1004981,NUM-2004981,2438,2025-04-12,2025-05-27,162681.08,,0.0,29282.59,191963.67,PAID,RTGS,2025-04-13,INR,INDIA WEST,5126,IN_STORE,etl_user
INV-1004982,NUM-2004982,1838,2024-11-21,2025-01-05,143126.06,,0.0,25762.69,168888.75,PAID,CASH,2024-12-02,INR,INDIA NORTH,5017,B2B,etl_user
INV-1004983,NUM-2004983,2416,2024-02-07,2024-03-08,132684.7,,0.0,23883.25,156567.95,PAID,CASH,2024-03-01,INR,INDIA WEST,5044,ONLINE,etl_user
INV-1004984,NUM-2004984,2520,2025-03-29,2025-05-13,31210.33,HOLI182,5830.64,4568.34,29948.03,PAID,UPI,2025-05-10,INR,INDIA NORTH,5032,MOBILE_APP,etl_user
INV-1004985,NUM-2004985,1839,2025-03-01,2025-04-15,47249.15,,0.0,8504.85,55754.0,PAID,NEFT,2025-03-16,INR,INDIA SOUTH,5069,PHONE,etl_user
INV-1004986,NUM-2004986,1429,2025-08-21,2025-09-20,20554.96,,0.0,3699.89,24254.85,PAID,NEFT,2025-09-05,INR,INDIA SOUTH,5040,ONLINE,etl_user
INV-1004987,NUM-2004987,2778,2025-06-18,2025-08-02,10787.95,,0.0,1941.83,12729.78,PAID,UPI,2025-07-19,INR,INDIA NORTH,5181,B2B,etl_user
INV-1004988,NUM-2004988,2478,2024-03-16,2024-04-30,24544.97,FREEDOM453,3230.32,3836.64,25151.29,PAID,CREDIT_CARD,2024-04-23,INR,INDIA SOUTH,5015,ONLINE,etl_user
INV-1004989,NUM-2004989,2017,2025-12-17,2026-01-01,240560.73,PRIME865,14143.81,40755.05,267171.97,PAID,RTGS,2026-01-06,INR,INDIA SOUTH,5006,ONLINE,etl_user
INV-1004990,NUM-2004990,2674,2025-12-27,2026-02-10,239855.94,,0.0,43174.07,283030.01,PAID,UPI,2026-02-10,INR,INDIA SOUTH,5009,IN_STORE,etl_user
INV-1004991,NUM-2004991,2828,2025-03-10,2025-04-24,137609.29,,0.0,24769.67,162378.96,PENDING,IMPS,,INR,INDIA NORTH EAST,5109,MOBILE_APP,etl_user
INV-1004992,NUM-2004992,1257,2025-01-29,2025-03-15,35917.72,PRIME874,4929.33,5577.91,36566.3,PAID,NEFT,2025-02-25,INR,INDIA EAST,5164,PHONE,etl_user
INV-1004993,NUM-2004993,1151,2024-09-12,2024-11-11,4288.26,,0.0,771.89,5060.15,PAID,CHEQUE,2024-10-18,INR,INDIA EAST,5164,PHONE,etl_user
INV-1004994,NUM-2004994,1198,2026-01-30,2026-03-16,92280.83,WEEKEND875,12139.36,14425.46,94566.93,PAID,CASH,2026-02-28,INR,INDIA CENTRAL,5165,IN_STORE,etl_user
INV-1004995,NUM-2004995,1607,2024-06-08,2024-07-23,138638.71,,0.0,24954.97,163593.68,PAID,CREDIT_CARD,2024-06-19,INR,INDIA NORTH,5171,B2B,etl_user
INV-1004996,NUM-2004996,2938,2024-03-26,2024-05-10,19828.89,,0.0,3569.2,23398.09,PAID,RTGS,2024-04-22,INR,INDIA EXPORTS,5029,MOBILE_APP,etl_user
INV-1004997,NUM-2004997,2604,2024-11-27,2024-12-27,197326.45,EOSS304,31650.61,29821.65,195497.49,PAID,CHEQUE,2024-12-17,INR,INDIA NORTH,5182,IN_STORE,etl_user
INV-1004998,NUM-2004998,2639,2024-06-12,2024-08-11,116263.55,,0.0,20927.44,137190.99,PAID,RTGS,2024-06-29,INR,INDIA SOUTH,5021,MOBILE_APP,etl_user
INV-1004999,NUM-2004999,1839,2025-12-09,2025-12-24,82433.4,,0.0,14838.01,97271.41,PAID,DEMAND_DRAFT,2025-12-20,INR,INDIA EAST,5001,IN_STORE,etl_user
INV-1005000,NUM-2005000,2490,2024-04-17,2024-06-16,138208.5,,0.0,24877.53,163086.03,OVERDUE,DEMAND_DRAFT,,INR,INDIA NORTH,5149,IN_STORE,etl_user
INV-1005001,NUM-2005001,1469,2025-10-17,2025-11-01,191792.32,DIWALI981,21447.04,30662.15,201007.43,PAID,IMPS,2025-10-25,INR,INDIA NORTH,5020,ONLINE,etl_user
INV-1005002,NUM-2005002,1848,2025-06-09,2025-06-24,151809.03,MEGA283,35940.36,20856.36,136725.03,PAID,CREDIT_CARD,2025-06-30,INR,INDIA NORTH EAST,5143,PHONE,etl_user
INV-1005003,NUM-2005003,2706,2025-01-26,2025-02-10,26676.23,,0.0,4801.72,31477.95,PAID,IMPS,2025-02-05,INR,INDIA NORTH,5198,MOBILE_APP,etl_user
INV-1005004,NUM-2005004,1853,2026-03-14,2026-03-29,228298.43,,0.0,41093.72,269392.15,PAID,CHEQUE,2026-03-15,INR,INDIA CENTRAL,5112,PHONE,etl_user
INV-1005005,NUM-2005005,2661,2025-04-19,2025-06-03,176555.65,,0.0,31780.02,208335.67,PAID,CHEQUE,2025-05-30,INR,INDIA CENTRAL,5071,B2B,etl_user
INV-1005006,NUM-2005006,2551,2024-08-16,2024-09-15,239653.59,WEEKEND475,19417.43,39642.51,259878.67,PENDING,RTGS,,INR,INDIA NORTH,5048,ONLINE,etl_user
INV-1005007,NUM-2005007,1186,2026-04-06,2026-04-21,55077.21,,0.0,9913.9,64991.11,PAID,NEFT,2026-04-11,INR,INDIA SOUTH,5015,IN_STORE,etl_user
INV-1005008,NUM-2005008,1399,2025-08-08,2025-09-07,163186.64,,0.0,29373.6,192560.24,PAID,CASH,2025-09-06,INR,INDIA NORTH,5183,B2B,etl_user
INV-1005009,NUM-2005009,1161,2026-04-14,2026-05-29,167308.28,,0.0,30115.49,197423.77,OVERDUE,CHEQUE,,INR,INDIA EXPORTS,5101,MOBILE_APP,etl_user
INV-1005010,NUM-2005010,1565,2024-07-09,2024-07-24,114737.28,,0.0,20652.71,135389.99,PAID,CHEQUE,2024-08-21,INR,INDIA WEST,5050,PHONE,etl_user
INV-1005011,NUM-2005011,2270,2025-11-25,2026-01-24,72920.81,FREEDOM144,4167.06,12375.67,81129.42,PAID,DEMAND_DRAFT,2025-12-24,INR,INDIA NORTH EAST,5085,IN_STORE,etl_user
INV-1005012,NUM-2005012,2334,2024-12-11,2025-01-25,217953.59,,0.0,39231.65,257185.24,OVERDUE,UPI,,INR,INDIA SOUTH,5049,MOBILE_APP,etl_user
INV-1005013,NUM-2005013,2519,2025-08-16,2025-09-15,73114.59,,0.0,13160.63,86275.22,PAID,DEMAND_DRAFT,2025-08-21,INR,INDIA SOUTH,5106,MOBILE_APP,etl_user
INV-1005014,NUM-2005014,2007,2025-04-13,2025-05-13,139284.35,,0.0,25071.18,164355.53,OVERDUE,DEMAND_DRAFT,,INR,INDIA NORTH,5198,MOBILE_APP,etl_user
INV-1005015,NUM-2005015,1340,2024-09-29,2024-10-14,148450.97,,0.0,26721.17,175172.14,PAID,CHEQUE,2024-10-12,INR,INDIA WEST,5002,IN_STORE,etl_user
INV-1005016,NUM-2005016,3000,2024-03-04,2024-04-18,222275.16,,0.0,40009.53,262284.69,OVERDUE,UPI,,INR,INDIA NORTH,5058,ONLINE,etl_user
INV-1005017,NUM-2005017,2934,2024-03-16,2024-04-30,236621.22,,0.0,42591.82,279213.04,PAID,RTGS,2024-04-28,INR,INDIA SOUTH,5091,B2B,etl_user
